what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.0.v20100525,"org.eclipse.equinox.p2.reconciler.dropins",1602695159549
started,bundle,org.eclipse.equinox.p2.repository,2.0.1.R36x_v20100823,"org.eclipse.equinox.p2.repository",1602695159549
started,bundle,org.eclipse.equinox.p2.touchpoint.eclipse,2.0.2.R36x_v20100823,"org.eclipse.equinox.p2.touchpoint.eclipse",1602695159549
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.0.v20100507-1815,"org.eclipse.equinox.p2.ui.sdk.scheduler",1602695159549
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.101.R36x_v20100823,"org.eclipse.equinox.p2.updatechecker",1602695159549
started,bundle,org.eclipse.equinox.p2.updatesite,1.0.201.R36x_v20100823,"org.eclipse.equinox.p2.updatesite",1602695159549
started,bundle,org.eclipse.equinox.preferences,3.3.0.v20100503,"org.eclipse.equinox.preferences",1602695159549
started,bundle,org.eclipse.equinox.registry,3.5.0.v20100503,"org.eclipse.equinox.registry",1602695159549
started,bundle,org.eclipse.equinox.security,1.0.200.v20100503,"org.eclipse.equinox.security",1602695159549
started,bundle,org.eclipse.equinox.util,1.0.200.v20100503,"org.eclipse.equinox.util",1602695159549
started,bundle,org.eclipse.help,3.5.0.v20100524,"org.eclipse.help",1602695159549
started,bundle,org.eclipse.jdt.core,3.6.1.v_A68_R36x,"org.eclipse.jdt.core",1602695159549
started,bundle,org.eclipse.jdt.core.manipulation,1.3.0.v20100520-0800,"org.eclipse.jdt.core.manipulation",1602695159549
started,bundle,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui",1602695159549
started,bundle,org.eclipse.jface,3.6.1.M20100825-0800,"org.eclipse.jface",1602695159549
started,bundle,org.eclipse.jsch.core,1.1.200.I20100505-1245,"org.eclipse.jsch.core",1602695159549
started,bundle,org.eclipse.mylyn.bugzilla.core,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.bugzilla.core",1602695159549
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.2.v20100909-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1602695159549
started,bundle,org.eclipse.mylyn.commons.net,3.4.1.v20100625-2100-e3x,"org.eclipse.mylyn.commons.net",1602695159549
started,bundle,org.eclipse.mylyn.commons.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.commons.ui",1602695159549
started,bundle,org.eclipse.mylyn.context.core,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.core",1602695159549
started,bundle,org.eclipse.mylyn.context.ui,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.ui",1602695159549
started,bundle,org.eclipse.mylyn.monitor.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.monitor.ui",1602695159549
started,bundle,org.eclipse.mylyn.tasks.ui,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.tasks.ui",1602695159549
started,bundle,org.eclipse.mylyn.team.ui,3.4.2.v20100909-0100-e3x,"org.eclipse.mylyn.team.ui",1602695159549
started,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1602695159549
started,bundle,org.eclipse.team.core,3.5.100.R36x_v20100825-0800,"org.eclipse.team.core",1602695159549
started,bundle,org.eclipse.team.cvs.core,3.3.300.I20100526-0800,"org.eclipse.team.cvs.core",1602695159549
started,bundle,org.eclipse.team.cvs.ui,3.3.301.R36x_v20100825-0800,"org.eclipse.team.cvs.ui",1602695159549
started,bundle,org.eclipse.team.ui,3.5.101.R36x_v20100825-0800,"org.eclipse.team.ui",1602695159549
started,bundle,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui",1602695159549
started,bundle,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console",1602695159549
started,bundle,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.editors",1602695159549
started,bundle,org.eclipse.ui.forms,3.5.2.r36_v20100702,"org.eclipse.ui.forms",1602695159549
started,bundle,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.ide",1602695159549
started,bundle,org.eclipse.ui.intro,3.4.0.v20100427,"org.eclipse.ui.intro",1602695159549
started,bundle,org.eclipse.ui.intro.universal,3.2.402.r36_v20100702,"org.eclipse.ui.intro.universal",1602695159549
started,bundle,org.eclipse.ui.net,1.2.100.I20100505-1245,"org.eclipse.ui.net",1602695159549
started,bundle,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views",1602695159549
started,bundle,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"org.eclipse.ui.workbench",1602695159549
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.workbench.texteditor",1602695159549
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1602695159549
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1602695159549
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1602695159549
os,sysinfo,,,"win32",1602695159549
arch,sysinfo,,,"x86_64",1602695159549
ws,sysinfo,,,"win32",1602695159549
locale,sysinfo,,,"en_IN",1602695159549
processors,sysinfo,,,"8",1602695159549
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1602695159549
java.runtime.version,sysinfo,,,"1.8.0_261-b12",1602695159549
java.specification.name,sysinfo,,,"Java Platform API Specification",1602695159549
java.specification.vendor,sysinfo,,,"Oracle Corporation",1602695159549
java.specification.version,sysinfo,,,"1.8",1602695159549
java.vendor,sysinfo,,,"Oracle Corporation",1602695159549
java.version,sysinfo,,,"1.8.0_261",1602695159549
java.vm.info,sysinfo,,,"mixed mode",1602695159549
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1602695159549
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1602695159549
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1602695159549
java.vm.specification.version,sysinfo,,,"1.8",1602695159549
java.vm.vendor,sysinfo,,,"Oracle Corporation",1602695159549
java.vm.version,sysinfo,,,"25.261-b12",1602695159549
started,bundle,org.eclipse.debug.core,3.6.0.v20100519,"org.eclipse.debug.core",1602695173515
started,bundle,org.eclipse.jdt.launching,3.5.100.v20100526,"org.eclipse.jdt.launching",1602695173515
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1602695174202
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1602695177621
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1602695180085
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1602695180109
closed,view,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.internal.introview",1602695180162
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1602695186849
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1602695210685
started,bundle,org.eclipse.compare,3.5.100.I20100526-0800,"org.eclipse.compare",1602695216804
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1602695222915
started,bundle,org.eclipse.jdt.debug,3.6.1.v20100715_r361,"org.eclipse.jdt.debug",1602695235392
started,bundle,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui",1602695235439
started,bundle,org.eclipse.jdt.debug.ui,3.5.0.v20100602-0830,"org.eclipse.jdt.debug.ui",1602695235470
started,bundle,org.eclipse.ltk.core.refactoring,3.5.100.v20100526-0800,"org.eclipse.ltk.core.refactoring",1602695242109
started,bundle,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring",1602695242110
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1602695264246
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1602695275262
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1602695293198
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1602695311356
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1602695361589
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1602695371330
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1602695377475
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1602695380923
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1602695393313
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1602695395709
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1602695402948
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1602695414082
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1602695441593
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1602695493529
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1602695503149
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1602695512584
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1602695521606
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1602695530718
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1602695541421
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1602695547715
started,bundle,org.eclipse.mylyn.ide.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ui",1602695588668
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1602695589016
started,bundle,org.eclipse.compare.core,3.5.100.I20100526-0800,"org.eclipse.compare.core",1602695589452
opened,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1602695589488
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1602695589570
started,bundle,org.eclipse.core.variables,3.2.400.v20100505,"org.eclipse.core.variables",1602695590002
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1602695612194
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1602695619320
closed,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1602695621281
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1602695621329
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1602695621329
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1602695650122
opened,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1602695672636
activated,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1602695672643
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1602695672684
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1602695674603
activated,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1602695674805
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1602695691819
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1602695778510
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1602695780421
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1602695784412
closed,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1602695786333
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1602695786349
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1602695786358
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1602695793289
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1602695797149
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1602695803739
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1602695816424
opened,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1602695816521
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1602695816571
started,bundle,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit",1602695825272
started,bundle,org.eclipse.mylyn.java.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.ui",1602695825830
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1602695829199
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1602695829406
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1602695854687
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1602695890092
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1602695891737
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1602695898352
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1602695902677
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1602695953692
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1602695994303
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1602696032327
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1602696032572
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1602696036557
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1602696036790
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1602696090486
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1602696090704
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1602696095283
opened,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1602696097636
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1602696101999
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1602696108785
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1602696147096
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1602696148732
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1602696153761
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1602696155587
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1602696174019
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1602696197179
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1602696199268
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1602696217815
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1602696218119
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1602696227849
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1602696258114
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1602696265740
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1602696303945
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1602696310194
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1602696310214
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1602696313500
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1602696346746
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1602696351168
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1602696659325
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1602696663816
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1602696665920
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1602696670163
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1602696741154
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1602696770951
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1602696779832
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1602696779997
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1602696809996
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1602696810168
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1602696827717
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1602696827919
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1602696828101
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1602696841884
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1602696852539
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1602696852771
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1602696852943
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1602696858367
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1602696881821
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1602696882045
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1602696888145
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1602696888339
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1602696910040
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1602696910241
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1602696967279
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1602696971777
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1602697034820
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1602697037262
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1602697051301
started,bundle,org.eclipse.jdt.apt.core,3.3.401.R36_v20100727-0110,"org.eclipse.jdt.apt.core",1602697156791
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.301.R36_v20100727-0110,"org.eclipse.jdt.apt.pluggable.core",1602697156796
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1602697159635
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.refresh",1602697166862
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1602697172038
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1602697172271
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1602697172449
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1602697272771
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1602697275850
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1602697276078
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1602697276234
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1602697412860
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1602697418880
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1602697424283
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1602697424510
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1602697424734
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1602697462679
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1602697477387
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1602697477621
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1602697477809
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1602697488745
started,bundle,org.eclipse.mylyn.java.tasks,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.tasks",1602697501013
opened,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.ClassFileEditor",1602697503472
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.ClassFileEditor",1602697503565
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1602697521957
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1602697529069
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1602697529107
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1602697529339
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1602697531446
opened,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.ClassFileEditor",1602697531553
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.ui.workbench"".",1602697531625
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1602697531650
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1602697531683
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.ClassFileEditor",1602697531696
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.ui.workbench"".",1602697531731
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1602697534749
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1602697534981
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1602697536791
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1602697538744
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1602697544126
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1602697550249
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1602697580527
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1602697581604
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.ClassFileEditor",1602697583600
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1602697592176
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1602697608235
